source_doc,source_section,target_doc,target_section,relationship_type,relationship_confidence,relationship_bidirectional,sim_score,source_concepts,target_concepts,source_is_api,target_is_api,classification_source,src_type,tgt_type
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/EndSessionAudit,EndSessionAudit::1,data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/disable-audit-trail-module,disable-audit-trail-module::6,related_to,0.7,False,0.7150257229804993,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/AppearanceItemType1134798,AppearanceItemType1134798::6,data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::11,related_to,0.6,False,0.7147477865219116,[],['Conditional Appearance'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.Persistent.Base.Security/IAuthenticationStandardUser/IAuthenticationStandardUser,IAuthenticationStandardUser::1,data/raw_md/articles/data-security-and-safety/security-system/security-object-model/implement-custom-security-objects/implement-a-custom-security-system-user-based-on-an-existing-business-class,implement-a-custom-security-system-user-based-on-an-existing-business-class::13,related_to,0.55,False,0.7144433259963989,['Authentication' 'Security System'],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.CloneObject/CloneObjectModule/CloneObjectModule,CloneObjectModule::1,data/raw_md/articles/document-management/clone-object-module,clone-object-module::4,related_to,0.6,False,0.7144091725349426,['Clone Object'],"['Clone Object' 'Modules' 'Solution Structure and Module Design'
 'Template Kit and CLI']",True,False,llm,API Reference,Conceptual
data/raw_md/articles/shape-export-print-data/printing-exporting-in-list-view/how-to-customize-the-export-action-behavior,how-to-customize-the-export-action-behavior::15,data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.SystemModule/BlazorExportController/CustomizeGridExport,CustomizeGridExport::1,related_to,0.55,False,0.714377760887146,[],[],False,True,llm,How-to Task,API Reference
data/raw_md/articles/shape-export-print-data/printing-exporting-in-list-view/how-to-customize-the-export-action-behavior,how-to-customize-the-export-action-behavior::14,data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.SystemModule/GridExportEventArgs/DocumentOptions,DocumentOptions::1,related_to,0.55,False,0.7143413424491882,[],[],False,True,llm,How-to Task,API Reference
data/raw_md/articles/validation/declare-validation-rules,declare-validation-rules::4,data/raw_md/apidoc/DevExpress.Persistent.Validation/IRuleSource/IRuleSource,IRuleSource::2,related_to,0.55,False,0.714159369468689,[],['Validation'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Templates/IActionContainer/IActionContainer,IActionContainer::1,data/raw_md/articles/ui-construction/application-model-ui-settings-storage/how-application-model-works,how-application-model-works::5,related_to,0.6,False,0.7139316201210022,['Action Containers' 'Actions' 'Controllers'],['Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.EF/ReportDataV2/ReportDataV2,ReportDataV2::1,data/raw_md/articles/shape-export-print-data/reports/add-reports-module-to-an-existing-xaf-application,add-reports-module-to-an-existing-xaf-application::2,related_to,0.6,False,0.7136190533638,[],['Entity Framework Core'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/BackColor1134102,BackColor1134102::3,data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::7,related_to,0.55,False,0.7136138081550598,['Detail View' 'View Items' 'Views'],['Conditional Appearance'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/NonPersistentObjectSpace/NonPersistentObjectSpace,NonPersistentObjectSpace::1,data/raw_md/articles/business-model-design-orm/non-persistent-objects/how-to-show-persistent-objects-in-a-non-persistent-objects-view,how-to-show-persistent-objects-in-a-non-persistent-objects-view::5,related_to,0.5,False,0.7135615348815918,[],['Business Objects' 'Non-Persistent Objects'],True,False,llm,API Reference,How-to Task
data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/optimistic-locking,optimistic-locking::12,data/raw_md/apidoc/DevExpress.ExpressApp.DC/OptimisticLockIgnoreAttribute/OptimisticLockIgnoreAttribute,OptimisticLockIgnoreAttribute::3,related_to,0.55,False,0.7132787108421326,[],['Entity Framework Core'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.SystemModule/GridExportEventArgsBase`1/Options,Options::1,data/raw_md/articles/shape-export-print-data/printing-exporting-in-list-view/how-to-customize-the-export-action-behavior,how-to-customize-the-export-action-behavior::14,related_to,0.6,False,0.7131977677345276,[],[],True,False,llm,API Reference,How-to Task
data/raw_md/articles/app-shell-and-base-infrastructure/application-personalization/splash-forms-winforms,splash-forms-winforms::4,data/raw_md/apidoc/DevExpress.ExpressApp.Win/ISplash/ISplash,ISplash::2,related_to,0.55,False,0.7131439447402954,"['Solution Structure and Module Design' 'Template Kit and CLI'
 'Windows and Frames']",[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.Persistent.Base/ActionAttribute/SelectionDependencyType1131021,SelectionDependencyType1131021::1,data/raw_md/articles/ui-construction/controllers-and-actions/actions/how-to-create-an-action-using-the-action-attribute,how-to-create-an-action-using-the-action-attribute::2,related_to,0.62,False,0.7131282091140747,[],[],True,False,llm,API Reference,How-to Task
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ListEditor/ContextMenuTemplate1131201,ContextMenuTemplate1131201::1,data/raw_md/articles/ui-construction/controllers-and-actions/actions,actions::2,related_to,0.62,False,0.7120143175125122,['List Editors' 'List View' 'Views'],['Action Containers' 'Actions' 'Controllers'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/analytics/chart-module,chart-module::15,data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/DxChartListEditor/DxChartListEditor,DxChartListEditor::1,related_to,0.62,False,0.711847722530365,['Charts Module'],['List Editors' 'List View' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/EndSessionAudit,EndSessionAudit::1,data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/disable-audit-trail-module,disable-audit-trail-module::2,related_to,0.72,False,0.7118334174156189,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/CheckCompatibilityType1154057,CheckCompatibilityType1154057::7,data/raw_md/articles/deployment/production-database-and-application-updates,production-database-and-application-updates::24,related_to,0.65,False,0.7114335894584656,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/AddPredefinedReport``11137401,AddPredefinedReport``11137401::1,data/raw_md/articles/shape-export-print-data/reports/in-place-reports,in-place-reports::2,related_to,0.55,False,0.7108089327812195,['Reports Module'],[],True,False,llm,API Reference,Conceptual
data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/connect-to-different-database-providers,connect-to-different-database-providers::6,data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/ConnectionString1130235,ConnectionString1130235::1,related_to,0.52,False,0.7101812958717346,[],"['Database Connection and Configuration'
 'Solution Structure and Module Design' 'Template Kit and CLI']",False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Model/IModelCommonMemberViewItem/LookupProperty1133309,LookupProperty1133309::1,data/raw_md/articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption,how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption::3,related_to,0.55,False,0.7100469470024109,['Detail View' 'Model Editor' 'Property Editors' 'Views'],[],True,False,llm,API Reference,How-to Task
data/raw_md/articles/data-security-and-safety/security-system/authentication/oauth-and-custom-authentication/active-directory-and-oauth2-authentication-providers-in-blazor-applications,active-directory-and-oauth2-authentication-providers-in-blazor-applications::7,data/raw_md/apidoc/DevExpress.ExpressApp.Security/UserManager/GetCurrentPrincipal,GetCurrentPrincipal::2,related_to,0.5,False,0.7099460363388062,['Authentication' 'Security System'],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Security/SecurityStrategyComplex/NewUserRoleName1136639,NewUserRoleName1136639::5,data/raw_md/articles/data-security-and-safety/security-system/authentication,authentication::10,related_to,0.55,False,0.7097653746604919,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/articles/getting-started/in-depth-tutorial-blazor/customize-data-display-and-view-layout/localize-ui-elements,localize-ui-elements::3,data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/ResourcesExportedToModel1131243,ResourcesExportedToModel1131243::2,related_to,0.55,False,0.7089371085166931,['Model Editor'],['Localization' 'Model Editor'],False,True,llm,Tutorial,API Reference
data/raw_md/articles/event-planning-and-notifications/notifications/notifications-module-overview,notifications-module-overview::7,data/raw_md/apidoc/DevExpress.ExpressApp.Notifications/NotificationsOptionsBase/NotificationsRefreshInterval,NotificationsRefreshInterval::1,related_to,0.55,False,0.7080512642860413,"['Notifications' 'Solution Structure and Module Design'
 'Template Kit and CLI']",['Notifications'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/AppearanceItemType1134798,AppearanceItemType1134798::7,data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::6,related_to,0.5,False,0.7076593041419983,[],['Conditional Appearance'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.Persistent.Base/ExpandObjectMembers/ExpandObjectMembers,ExpandObjectMembers::1,data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/reference-properties/reference-properties-in-xpo,reference-properties-in-xpo::1,related_to,0.65,False,0.7072547078132629,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleRequiredFieldAttribute/RuleRequiredFieldAttribute,RuleRequiredFieldAttribute::4,data/raw_md/articles/debugging-testing-and-error-handling/code-diagnostics/xaf0009,xaf0009::2,related_to,0.62,False,0.7068090438842773,['Validation'],['Validation'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.CloneObject/CloneObjectViewController/CustomGetCloneActionTargetTypes,CustomGetCloneActionTargetTypes::2,data/raw_md/articles/document-management/clone-object-module,clone-object-module::13,related_to,0.5,False,0.7067092061042786,['Controllers'],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/IModelExtender/IModelExtender,IModelExtender::1,data/raw_md/articles/ui-construction/application-model-ui-settings-storage/modify-application-model/add-nodes-and-node-properties-to-app-model,add-nodes-and-node-properties-to-app-model::3,related_to,0.6,False,0.7066738605499268,['Application Model' 'Application Model Extension'],['Model Editor'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CommitChanges1134409,CommitChanges1134409::1,data/raw_md/articles/data-manipulation-and-business-logic/create-read-update-and-delete-data/save-objects-to-database,save-objects-to-database::5,related_to,0.62,True,0.706598699092865,['XPO'],[],True,False,llm,API Reference,Conceptual
data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/connect-to-different-database-providers,connect-to-different-database-providers::8,data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/ConnectionString1130235,ConnectionString1130235::1,related_to,0.6,False,0.7065698504447937,['Entity Framework Core'],"['Database Connection and Configuration'
 'Solution Structure and Module Design' 'Template Kit and CLI']",False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/BaseObjectSpace,BaseObjectSpace::1,data/raw_md/articles/business-model-design-orm/non-persistent-objects,non-persistent-objects::7,related_to,0.72,True,0.7064832448959351,"['Business Logic and Data Manipulation' 'Entity Framework Core'
 'Object Space' 'Views' 'XAF Application' 'XPO']","['Business Objects' 'Non-Persistent Objects' 'Object Space'
 'Solution Structure and Module Design' 'Template Kit and CLI'
 'XAF Application']",True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.Persistent.Validation/IValidator/RuleSet,RuleSet::1,data/raw_md/articles/validation/trigger-validation-programmatically-customize-default-rule-behavior,trigger-validation-programmatically-customize-default-rule-behavior::5,related_to,0.55,False,0.7064593434333801,['Validation'],[],True,False,llm,API Reference,Conceptual
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-extra-modules,built-in-controllers-and-actions-in-extra-modules::51,data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/ReportServiceController,ReportServiceController::1,related_to,0.6,False,0.7063949704170227,[],['Controllers'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/views/layout/view-items-layout-customization,view-items-layout-customization::6,data/raw_md/apidoc/DevExpress.ExpressApp.Model/DetailViewLayoutAttribute/DetailViewLayoutAttribute,DetailViewLayoutAttribute::1,related_to,0.55,False,0.7063875198364258,['Detail View' 'Detail View Layout' 'Model Editor' 'Views'],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/DeleteObjectsViewController/DeleteObjectsViewController,DeleteObjectsViewController::1,data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::15,related_to,0.5,False,0.7062117457389832,[],['Built-In Controllers' 'Controllers'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Security/ISecurityUserWithLoginInfo/ISecurityUserWithLoginInfo,ISecurityUserWithLoginInfo::1,data/raw_md/articles/data-security-and-safety/security-system/security-object-model/implement-custom-security-objects/implement-a-custom-security-system-user-based-on-an-existing-business-class,implement-a-custom-security-system-user-based-on-an-existing-business-class::26,related_to,0.55,False,0.7060537338256836,['Authentication' 'Security System'],['Security System'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/AppearanceItemType1134798,AppearanceItemType1134798::7,data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::13,related_to,0.55,False,0.706007182598114,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/articles/ui-construction/templates/template-customization,template-customization::6,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/DialogController/WindowTemplateChanged1130687,WindowTemplateChanged1130687::1,related_to,0.62,True,0.7059588432312012,[],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/Priority1134109,Priority1134109::3,data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::16,related_to,0.55,False,0.7059385180473328,[],['Conditional Appearance'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/app-shell-and-base-infrastructure/dialogs-and-notifications/ways-to-show-a-confirmation-dialog,ways-to-show-a-confirmation-dialog::6,data/raw_md/apidoc/DevExpress.ExpressApp.Actions/ActionBase/ConfirmationMessage1130010,ConfirmationMessage1130010::1,related_to,0.62,False,0.7057806253433228,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.Persistent.Base/FileAttachmentAttribute/FileAttachmentAttribute,FileAttachmentAttribute::3,data/raw_md/articles/document-management/file-attachments-module,file-attachments-module::7,related_to,0.55,False,0.7056667804718018,['File Attachments'],['Entity Framework Core' 'File Attachments'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::13,data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/FontColor1134106,FontColor1134106::3,related_to,0.55,False,0.7056301832199097,[],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Actions/CustomizePopupWindowParamsEventArgs/DialogController1130073,DialogController1130073::1,data/raw_md/articles/app-shell-and-base-infrastructure/dialogs-and-notifications/ways-to-show-a-confirmation-dialog,ways-to-show-a-confirmation-dialog::9,related_to,0.55,False,0.7055400609970093,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/NonPersistentObjectSpace/NonPersistentObjectSpace,NonPersistentObjectSpace::3,data/raw_md/articles/business-model-design-orm/non-persistent-objects/how-to-perform-crud-operations-with-non-persistent-objects,how-to-perform-crud-operations-with-non-persistent-objects::3,related_to,0.6,False,0.7055319547653198,['Object Space' 'XAF Application'],"['Business Objects' 'Non-Persistent Objects'
 'Solution Structure and Module Design' 'Template Kit and CLI']",True,False,llm,API Reference,How-to Task
data/raw_md/apidoc/DevExpress.ExpressApp.PivotGrid/IPivotSettings/Settings1137204,Settings1137204::1,data/raw_md/articles/ui-construction/application-model-ui-settings-storage/model-editor/enhanced-editors,enhanced-editors::7,related_to,0.7,True,0.7053718566894531,['Model Editor'],[],True,False,llm,API Reference,Conceptual
data/raw_md/articles/data-security-and-safety/audit-trail-module-overview,audit-trail-module-overview::4,data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/SaveAuditTrailData,SaveAuditTrailData::1,related_to,0.55,False,0.7052873969078064,[],['Audit Trail' 'Security System'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-module-ef-core,audit-trail-module-ef-core::11,data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextConfigurator/Configure``2,Configure``2::1,related_to,0.52,False,0.7051674127578735,['Audit Trail' 'Security System'],['Entity Framework Core'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/shape-export-print-data/reports/data-sources-for-reports-v2,data-sources-for-reports-v2::1,data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Services/ReportDataSourceHelperBase/GetMasterReportDataSource,GetMasterReportDataSource::1,related_to,0.55,False,0.7049171924591064,[],['Reports Module'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ListEditorAttribute/ListEditorAttribute,ListEditorAttribute::2,data/raw_md/articles/ui-construction/list-editors/how-to-use-a-custom-component-to-implement-list-editor-blazor,how-to-use-a-custom-component-to-implement-list-editor-blazor::9,related_to,0.55,False,0.7047113180160522,['List Editors' 'List View' 'Model Editor' 'Views'],[],True,False,llm,API Reference,How-to Task
data/raw_md/apidoc/DevExpress.Persistent.Base/EditorAliasAttribute/EditorAliasAttribute,EditorAliasAttribute::1,data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/reference-foreign-key-complex-type-properties,reference-foreign-key-complex-type-properties::18,related_to,0.6,False,0.7045486569404602,['Detail View' 'Model Editor' 'Property Editors' 'Views'],['Detail View' 'Property Editors' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.Persistent.Base/ExpandObjectMembersAttribute/ExpandObjectMembersAttribute,ExpandObjectMembersAttribute::2,data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/relationships-between-entities-in-code-and-ui,relationships-between-entities-in-code-and-ui::13,related_to,0.62,False,0.7045119404792786,[],['Entity Framework Core'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/business-model-design-orm/non-persistent-objects,non-persistent-objects::10,data/raw_md/apidoc/DevExpress.ExpressApp/NonPersistentObjectSpace/CustomGetObjectsQuery,CustomGetObjectsQuery::1,related_to,0.6,False,0.7044010758399963,['Business Objects' 'Non-Persistent Objects'],[],False,True,llm,Conceptual,API Reference
data/raw_md/articles/validation/implement-custom-rules,implement-custom-rules::4,data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleIsReferencedAttribute/RuleIsReferencedAttribute,RuleIsReferencedAttribute::3,related_to,0.5,False,0.7041214108467102,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Win.Utils/DXSplashScreen/Showing,Showing::1,data/raw_md/articles/app-shell-and-base-infrastructure/application-personalization/splash-forms-winforms,splash-forms-winforms::3,related_to,0.6,False,0.7040097117424011,[],['Solution Structure and Module Design' 'Template Kit and CLI'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ListEditorAttribute/ListEditorAttribute,ListEditorAttribute::1,data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors,property-editors::4,related_to,0.6,False,0.7039051651954651,['Detail View' 'Model Editor' 'Property Editors' 'Views'],['Detail View' 'Property Editors' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditor/DisplayFormat1131127,DisplayFormat1131127::3,data/raw_md/articles/getting-started/in-depth-tutorial-blazor/customize-data-display-and-view-layout/format-a-property-value,format-a-property-value::1,related_to,0.55,False,0.7038400769233704,[],[],True,False,llm,API Reference,Tutorial
data/raw_md/apidoc/DevExpress.ExpressApp.FileAttachments.Win/FileAttachmentsWindowsFormsModule/CustomSaveFiles1135611,CustomSaveFiles1135611::1,data/raw_md/articles/document-management/file-attachments-module/customize-file-attachments-module,customize-file-attachments-module::2,related_to,0.65,True,0.7036045789718628,[],['File Attachments'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/localization/localize-an-xaf-application,localize-an-xaf-application::8,data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Services/IXafCultureInfoService/SetCultureAsync,SetCultureAsync::1,related_to,0.55,False,0.7035907506942749,['Localization'],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp/Controller/Controller,Controller::4,data/raw_md/articles/ui-construction/controllers-and-actions/customize-controllers-and-actions,customize-controllers-and-actions::2,related_to,0.62,False,0.7034122347831726,['Actions' 'Controllers'],['Controllers'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/ui-construction/list-editors/how-to-use-a-custom-component-to-implement-list-editor-blazor,how-to-use-a-custom-component-to-implement-list-editor-blazor::3,data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ListEditorAttribute/ListEditorAttribute,ListEditorAttribute::2,related_to,0.5,False,0.7032373547554016,[],['List Editors' 'List View' 'Model Editor' 'Views'],False,True,llm,How-to Task,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Services/IXafCultureInfoService/SupportedCultures,SupportedCultures::1,data/raw_md/articles/localization/localize-an-xaf-application,localize-an-xaf-application::5,related_to,0.62,False,0.7032259702682495,['Localization'],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.SystemModule/GridExportEventArgs/DocumentOptions,DocumentOptions::1,data/raw_md/articles/shape-export-print-data/printing-exporting-in-list-view/how-to-customize-the-export-action-behavior,how-to-customize-the-export-action-behavior::12,related_to,0.6,False,0.7028068900108337,[],[],True,False,llm,API Reference,How-to Task
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/Priority1134109,Priority1134109::3,data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::10,related_to,0.55,False,0.7027376294136047,[],['Conditional Appearance'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-based-on-custom-components-blazor,implement-a-property-editor-based-on-custom-components-blazor::5,data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditorAttribute/PropertyEditorAttribute,PropertyEditorAttribute::6,related_to,0.55,False,0.7024589776992798,['Detail View' 'Object Space' 'Property Editors' 'Views'],['Detail View' 'Model Editor' 'Property Editors' 'View Items' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.CloneObject/CloneObjectViewController/CustomCloneObject,CustomCloneObject::1,data/raw_md/articles/document-management/clone-object-module,clone-object-module::10,related_to,0.6,False,0.7022727727890015,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ListEditorAttribute/ListEditorAttribute,ListEditorAttribute::3,data/raw_md/articles/ui-construction/list-editors/how-to-use-a-custom-component-to-implement-list-editor-blazor,how-to-use-a-custom-component-to-implement-list-editor-blazor::15,related_to,0.55,False,0.7019825577735901,['List Editors' 'List View' 'Model Editor' 'Views'],['List Editors' 'List View' 'Views'],True,False,llm,API Reference,How-to Task
data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/optimistic-locking,optimistic-locking::9,data/raw_md/apidoc/DevExpress.ExpressApp.DC/OptimisticLockAttribute/OptimisticLockAttribute,OptimisticLockAttribute::1,related_to,0.6,False,0.701701283454895,[],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.Persistent.Validation/IValidator/RuleSet,RuleSet::1,data/raw_md/articles/validation/trigger-validation-programmatically-customize-default-rule-behavior,trigger-validation-programmatically-customize-default-rule-behavior::4,related_to,0.6,False,0.7015649676322937,['Validation'],['Validation'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.CloneObject/CloneObjectViewController/CustomGetCloneActionTargetTypes,CustomGetCloneActionTargetTypes::2,data/raw_md/articles/document-management/clone-object-module,clone-object-module::10,related_to,0.6,False,0.7010191082954407,['Controllers'],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityEvents/OnHttpClientCreated,OnHttpClientCreated::2,data/raw_md/articles/data-security-and-safety/security-system/security-tiers/middle-tier-security-ef-core/configure-authentication-with-ef-core-middle-tier-security,configure-authentication-with-ef-core-middle-tier-security::5,related_to,0.55,False,0.7009573578834534,[],['Authentication' 'Security System'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Security/AuthenticationStandardEvents/OnCustomizeLoginToken,OnCustomizeLoginToken::1,data/raw_md/articles/data-security-and-safety/security-system/authentication/customize-standard-authentication-behavior-and-supply-additional-logon-parameters/customize-authentication-behavior-net,customize-authentication-behavior-net::14,related_to,0.55,False,0.700829267501831,['Authentication' 'Security System'],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/GridListEditor/GridListEditor,GridListEditor::1,data/raw_md/articles/ui-construction/views/layout/list-view-bands-layout,list-view-bands-layout::3,related_to,0.62,False,0.7007426023483276,['List Editors' 'List View' 'Views'],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/MiddleTierAuthenticationBuilderExtensions/AddAzureAD,AddAzureAD::1,data/raw_md/articles/data-security-and-safety/security-system/authentication/oauth-and-custom-authentication/active-directory-and-oauth2-authentication-providers-in-winforms-applications,active-directory-and-oauth2-authentication-providers-in-winforms-applications::20,related_to,0.55,False,0.7005723714828491,[],['Authentication' 'Security System'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.PivotGrid/IModelPivotSettings/IModelPivotSettings,IModelPivotSettings::1,data/raw_md/articles/analytics/pivot-grid-module,pivot-grid-module::7,related_to,0.62,False,0.7005338072776794,[],['List Editors' 'List View' 'Model Editor' 'Pivot Grid Module' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/document-management/clone-object-module,clone-object-module::11,data/raw_md/apidoc/DevExpress.ExpressApp.CloneObject/CloneObjectViewController/CustomGetCloneActionTargetTypes,CustomGetCloneActionTargetTypes::2,related_to,0.5,False,0.7003702521324158,[],['Controllers'],False,True,llm,Conceptual,API Reference
