source_doc,source_section,source_is_api,source_title,source_h_path,target_doc,target_section,target_is_api,target_title,target_h_path,similarity,pair_kind,shared_concepts,shared_platforms,shared_apis,gates,would_pass_gate
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/ListViewFilterAttribute/#ctor1130723,#ctor1130723::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/CustomGetFiltersEventArgs/Filters1132861,Filters1132861::1,True,Filters1132861,,0.8025,api→api,"List View, View Types, Views",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/ListViewFilterAttribute/#ctor1130723,#ctor1130723::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/CustomGetFiltersEventArgs/#ctor1132860,#ctor1132860::1,True,#ctor1132860,,0.797,api→api,"List View, View Types, Views",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/ListViewFilterAttribute/#ctor1130723,#ctor1130723::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/ListViewFilterAttribute/ListViewFilterAttribute,ListViewFilterAttribute::1,True,ListViewFilterAttribute,,0.7901,api→api,"Criteria, List View, View Types, Views",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,0.9857,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1,FindObjectAsync``1::1,True,FindObjectAsync``1,,0.8635,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,0.8622,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,0.8564,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,0.8504,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,0.8437,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/FindObjectAsync``1,FindObjectAsync``1::1,True,FindObjectAsync``1,,0.8373,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/Evaluate1150008,Evaluate1150008::1,True,Evaluate1150008,,0.8175,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/Evaluate1149963,Evaluate1149963::1,True,Evaluate1149963,,0.8163,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/Evaluate1150006,Evaluate1150006::1,True,Evaluate1150006,,0.7993,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,0.9852,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject``11136440,FindObject``11136440::1,True,FindObject``11136440,,0.9595,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject1134420,FindObject1134420::1,True,C#,,0.9443,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/FindObject,FindObject::1,True,FindObject,,0.9183,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::1,True,C#,,0.9145,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/FindObject,FindObject::1,True,FindObject,,0.899,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136438,FindObject1136438::1,True,FindObject1136438,,0.8966,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject``11136439,FindObject``11136439::1,True,FindObject``11136439,,0.8965,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects``11136456,GetObjects``11136456::1,True,GetObjects``11136456,,0.8889,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::1,True,C#,,0.8875,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,0.9792,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,0.979,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1,FindObjectAsync``1::1,True,FindObjectAsync``1,,0.9609,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,0.9598,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/FindObjectAsync``1,FindObjectAsync``1::1,True,FindObjectAsync``1,,0.9296,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,0.8622,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,0.8423,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,0.8273,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,0.826,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject1134420,FindObject1134420::1,True,C#,,0.8188,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,0.9822,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,0.979,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/FindObjectAsync,FindObjectAsync::1,True,FindObjectAsync,,0.9613,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1,FindObjectAsync``1::1,True,FindObjectAsync``1,,0.9576,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/FindObjectAsync``1,FindObjectAsync``1::1,True,FindObjectAsync``1,,0.9338,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,0.8504,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceAsync/EvaluateAsync,EvaluateAsync::1,True,EvaluateAsync,,0.8322,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject1134420,FindObject1134420::1,True,C#,,0.8154,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject``11136440,FindObject``11136440::1,True,FindObject``11136440,,0.8119,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObjectAsync``1_1,FindObjectAsync``1_1::1,True,FindObjectAsync``1_1,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::1,True,C#,,0.8103,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,0.9822,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,0.9808,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/CreateInstantFeedbackCollection1174994,CreateInstantFeedbackCollection1174994::1,True,CreateInstantFeedbackCollection1174994,,0.9748,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateCollection1136431,CreateCollection1136431::1,True,CreateCollection1136431,,0.8223,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateServerCollection1134417,CreateServerCollection1134417::1,True,CreateServerCollection1134417,,0.8159,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateCollection1134412,CreateCollection1134412::1,True,CreateCollection1134412,,0.8088,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateServerCollection,CreateServerCollection::1,True,CreateServerCollection,,0.7787,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/CreateServerCollection1136538,CreateServerCollection1136538::1,True,CreateServerCollection1136538,,0.7714,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateServerCollection1149961,CreateServerCollection1149961::1,True,CreateServerCollection1149961,,0.7514,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1136455,GetObjects1136455::1,True,GetObjects1136455,,0.745,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/FindObject1136541,FindObject1136541::1,True,FindObject1136541,,0.9852,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject``11136440,FindObject``11136440::1,True,FindObject``11136440,,0.9696,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject1134420,FindObject1134420::1,True,C#,,0.9441,api→api,"Business Object, Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/FindObject,FindObject::1,True,FindObject,,0.9065,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::1,True,C#,,0.9058,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects``11136456,GetObjects``11136456::1,True,GetObjects``11136456,,0.901,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136438,FindObject1136438::1,True,FindObject1136438,,0.9,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject``11136439,FindObject``11136439::1,True,FindObject``11136439,,0.8984,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/FindObject,FindObject::1,True,FindObject,,0.8888,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/FindObject1136441,FindObject1136441::1,True,FindObject1136441,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::1,True,C#,,0.8821,api→api,"Business Object, Criteria",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,0.9844,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1138268,GetExpressionEvaluator1138268::1,True,GetExpressionEvaluator1138268,,0.9597,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1138271,GetExpressionEvaluator1138271::1,True,GetExpressionEvaluator1138271,,0.9453,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/Evaluate1149963,Evaluate1149963::1,True,Evaluate1149963,,0.9212,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/Evaluate1150008,Evaluate1150008::1,True,Evaluate1150008,,0.9129,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/Evaluate1150006,Evaluate1150006::1,True,Evaluate1150006,,0.9096,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/GetEvaluatorContextDescriptor1136546,GetEvaluatorContextDescriptor1136546::1,True,GetEvaluatorContextDescriptor1136546,,0.8521,api→api,,,,high_similarity_fallback,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetEvaluatorContextDescriptor1136443,GetEvaluatorContextDescriptor1136443::1,True,GetEvaluatorContextDescriptor1136443,,0.8481,api→api,,,,high_similarity_fallback,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/Evaluate,Evaluate::1,True,Evaluate,,0.8424,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetEvaluatorContextDescriptor1134428,GetEvaluatorContextDescriptor1134428::1,True,GetEvaluatorContextDescriptor1134428,,0.8371,api→api,,,,high_similarity_fallback,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1163714,GetObjects1163714::1,True,C#,,0.9898,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects``11163709,GetObjects``11163709::1,True,C#,,0.9648,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects``11163715,GetObjects``11163715::1,True,C#,,0.9349,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/GetObjects,GetObjects::1,True,GetObjects,,0.9054,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateCollection1137116,CreateCollection1137116::1,True,CreateCollection1137116,,0.8959,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects``11136456,GetObjects``11136456::1,True,GetObjects``11136456,,0.8865,api→api,"Criteria, XPO",,,concept_overlap,True
